observed_date,market,property,rate_usd,stay_date,los,source,note,basis,rate_type,channel
2026-08-04,lakevictoria,Lake Victoria Serena Golf Resort,304.3,2026-09-03,2,"serenahotels.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""(blank)"".",UNK,international,direct
2026-08-04,lakevictoria,Lutembe Beach Resort,80.0,2026-09-03,2,"direct site booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,lakevictoria,Pineapple Bay Resort,600.0,2026-09-03,2,"pineapplebayuganda.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""(blank)"".",UNK,international,direct
2026-08-04,lakevictoria,Protea Hotel by Marriott Entebbe,296.5,2026-09-03,2,"marriott.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""(blank)"".",UNK,international,direct
2026-08-04,kampala,Speke Resort Munyonyo,182.0,2026-09-03,2,"spekeresort.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""(blank)"".",UNK,international,direct
2026-08-04,lakevictoria,Wildwaters Lodge,1000.0,2026-09-03,2,"wildwaterslodge.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""per person sharing per day"".",UNK,international,direct
2026-08-04,bwindi,Buhoma Lodge,760.0,2026-09-03,2,"buhomalodge.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""per person sharing per day"".",UNK,international,direct
2026-08-04,bwindi,Bwindi Lodge,3010.0,2026-09-03,2,"volcanoes-safaris.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""per person sharing"".",UNK,international,direct
2026-08-04,bwindi,Clouds Mountain Gorilla Lodge,2900.0,2026-09-03,2,"wildplacesafrica.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Engagi Lodge,560.0,2026-09-03,2,"engagilodge.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Erebero Hills (Asilia),4000.0,2026-09-03,2,"asiliaafrica.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Kyambura Gorge Lodge,3290.0,2026-09-03,2,"volcanoes-safaris.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Mahogany Springs Lodge,840.0,2026-09-03,2,"mahoganysprings.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Nkuringo Bwindi Gorilla Lodge,890.0,2026-09-03,2,"nkuringo.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Primate Lodge Kibale,940.0,2026-09-03,2,"primate-lodge.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per person per night"".",UNK,international,direct
2026-08-04,bwindi,Sanctuary Gorilla Forest Camp,2600.0,2026-09-03,2,"sanctuaryretreats.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""Per Person Sharing"".",UNK,international,direct
2026-08-04,kampala,Four Points by Sheraton Kampala,152.5,2026-09-03,2,"marriott.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Golden Tulip Canaan Kampala,154.94,2026-09-03,2,"goldentulip.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Hilton Garden Inn Kampala,124.8,2026-09-03,2,"hilton.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Kabira Country Club,140.0,2026-09-03,2,"kabiracountryclub.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Kampala Serena,255.0,2026-09-03,2,"serenahotels.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Latitude 0 Degrees,176.0,2026-09-03,2,"latitude0degrees.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Pearl of Africa Hotel,250.0,2026-09-03,2,"pearlofafricahotel.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,kampala,Sheraton Kampala,270.0,2026-09-03,2,"marriott.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BB"".",BB,international,direct
2026-08-04,zanzibar,Baraza Resort & Spa,1412.6,2026-09-03,2,"baraza.co.tz booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Converted from EUR at FX 2 Aug 2026: 128.96 KES/USD, 2,638.52 TZS/USD, 1.1522 EUR/USD. Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""AI"".",AI,international,direct
2026-08-04,zanzibar,Breezes Beach Club & Spa,470.1,2026-09-03,2,"breezeszanzibar.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Converted from EUR at FX 2 Aug 2026: 128.96 KES/USD, 2,638.52 TZS/USD, 1.1522 EUR/USD. Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""HB"".",HB,international,direct
2026-08-04,zanzibar,Essque Zalu Zanzibar,220.0,2026-09-03,2,"essquezalu.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""(blank)"".",UNK,international,direct
2026-08-04,zanzibar,Kilindi Zanzibar,1370.0,2026-09-03,2,"kilindizanzibar.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""AI"".",AI,international,direct
2026-08-04,zanzibar,Melia Zanzibar,395.78,2026-09-03,2,"melia.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Converted from EUR at FX 2 Aug 2026: 128.96 KES/USD, 2,638.52 TZS/USD, 1.1522 EUR/USD. Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""AI"".",AI,international,direct
2026-08-04,zanzibar,Mnemba Island Lodge,6000.0,2026-09-03,2,"https://www.andbeyond.com/lodge-editorial/mnemba-island/accommodation/ booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted per person per night; x2 to per-double-room per night. Collector basis note: ""AI,Per person per night"".",AI,international,direct
2026-08-04,zanzibar,The Residence Zanzibar,487.0,2026-09-03,2,"theresidence.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""HB"".",HB,international,direct
2026-08-04,zanzibar,White Sand Luxury Villas,800.0,2026-09-03,2,"whitesandvillas.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""HB"".",HB,international,direct
2026-08-04,zanzibar,Zuri Zanzibar,1160.0,2026-09-03,2,"zurizanzibar.com booking engine, checked 4 Aug 2026 by OG (EA Pulse)","Site quoted total for 2 nights / 2 adults; /2 to per-room per night. Collector basis note: ""BAR"".",UNK,international,direct
2026-08-03,nairobi,Hemingways Nairobi,1063,2026-09-02,2,"Google Hotels via SerpApi, 2026-08-03","Matched 'Hemingways Nairobi' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-03,nairobi,Ole Sereni,151,2026-09-02,2,"Google Hotels via SerpApi, 2026-08-03","Matched 'Ole-Sereni' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-03,nairobi,Nairobi Serena Hotel,236,2026-09-02,2,"Google Hotels via SerpApi, 2026-08-03","Matched 'Nairobi Serena Hotel' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-03,nairobi,JW Marriott Nairobi,300,2026-09-02,2,"Google Hotels via SerpApi, 2026-08-03","Matched 'JW Marriott Hotel Nairobi' (similarity 0.86); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-04,nairobi,Radisson Blu Nairobi,222,2026-09-03,2,"Google Hotels via SerpApi, 2026-08-04","Matched 'Radisson Blu Hotel, Nairobi Upper Hill' (similarity 0.70); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-05,coast,AfroChic Diani Beach,530,2026-09-04,2,"uyaphi.com trade rate sheet (Elewana AfroChic), 5 Aug 2026","Published from-rate US$265 pp/night sharing, BB (accommodation+breakfast+service+levy+VAT; lunches/dinners/drinks/activities excluded); doubled for 2 adults standard double. Lead-in garden room.",BB,international,direct
2026-08-05,nairobi,Best Western Plus Westlands,59,2026-09-04,2,"Google Hotels via SerpApi, 2026-08-05","Matched 'Best Western Plus Meridian Hotel' (similarity 0.71); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-06,nairobi,Fairview Hotel Nairobi,208,2026-09-05,2,"Google Hotels via SerpApi, 2026-08-06","Matched 'Fairview Apartments' (similarity 0.59); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-06,nairobi,Four Points by Sheraton Nairobi,220,2026-09-05,2,"Google Hotels via SerpApi, 2026-08-06","Matched 'Four Points by Sheraton Nairobi Airport' (similarity 0.89); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-07,coast,Serena Beach Resort & Spa,209,2026-09-06,2,"Google Hotels via SerpApi, 2026-08-07","Matched 'Serena Beach Resort & Spa' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-10,coast,Almanara Diani,707,2026-09-09,2,"theholidaydealers.com published Almanara Luxury Resort Diani rate sheet (modified 13 Jun 2026), accessed 10 Aug 2026","Lead-in Boutique Hotel Deluxe Ocean View Room, 1 Sep-19 Dec 2026 season (stay ~9 Sep), Full Board incl. water/soft drinks/beer/house wines (excl. spirits/champagne/premium wines). KES 45,600 PPS x2 = KES 91,200/double/night; converted at 129.0 KES/USD (consistent w/ CBK indicative ~128.96 on 2 Aug 2026). Rate sheet states prices apply to residents AND non-residents.",FB,international,direct
2026-08-10,coast,Almanara Luxury Villas,980.0,2026-09-09,2,"almanara.co.ke direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$1960 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$980.0. [BASIS CHANGED vs prior week FB->BB — flagged],BB,international,direct
2026-08-10,coast,Baobab Beach Resort,268.5,2026-09-09,2,"baobab-beach.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$537 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$268.5.,BB,international,direct
2026-08-10,coast,Baobab Beach Resort,336.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$672 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$336.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,coast,Coral Cove Resort,243.0,2026-09-09,2,"coralcoveltd.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$486 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$243.0.,BB,international,direct
2026-08-10,coast,Diamonds Leisure Beach & Golf Resort,263.34,2026-09-09,2,"diamondsleisure.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$526.68 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$263.34.; why-no-rate note: No availability on booking.com and the hotel on those dates, The rate is for 11sept multiplied by 2 nights asuming there was availability on 12th",BB,international,direct
2026-08-10,coast,Diamonds Leisure Beach & Golf Resort,339.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$678 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$339.0. OTA lowest displayed, inclusions not stated.; why-no-rate note: No availability on booking.com and the hotel on those dates, The rate is for 11sept multiplied by 2 nights asuming there was availability on 12th",UNK,international,ota
2026-08-10,coast,Diani Reef Beach Resort,201.0,2026-09-09,2,"dianireef.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$402 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$201.0.,BB,international,direct
2026-08-10,coast,Diani Reef Beach Resort,218.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$436 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$218.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,coast,Jacaranda Indian Ocean Beach Resort,151.0,2026-09-09,2,"jacarandahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$302 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$151.0.; why-no-rate note: No availalability, those are rates for 13th September",BB,international,direct
2026-08-10,coast,Jacaranda Indian Ocean Beach Resort,153.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$306 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$153.0. OTA lowest displayed, inclusions not stated.; why-no-rate note: No availalability, those are rates for 13th September",UNK,international,ota
2026-08-10,coast,Leopard Beach Resort,211.5,2026-09-09,2,"leopardbeachresort.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$423 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$211.5. [basis reused from prior week: BB],BB,international,direct
2026-08-10,coast,Leopard Beach Resort,180.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$360 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$180.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,coast,Swahili Beach,289.8,2026-09-09,2,"swahilibeach.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$579.6 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$289.8. [basis reused from prior week: BB],BB,international,direct
2026-08-10,coast,The Sands at Nomad,430.0,2026-09-09,2,"thesandsatnomad.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$860 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$430.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,coast,The Sands at Nomad,436.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$872 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$436.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,safari,Angama Mara,5500.0,2026-09-09,2,"angama.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$11000 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5500.0. [basis reused from prior week: FB],FB,international,direct
2026-08-10,safari,Cottar's 1920s Safari Camp,4400.0,2026-09-09,2,"cottars.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$8800 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4400.0. [basis reused from prior week: FB],FB,international,direct
2026-08-10,safari,Governors' Camp,1996.0,2026-09-09,2,"governorscamp.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$3992 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1996.0. [basis reused from prior week: FB],FB,international,direct
2026-08-10,safari,JW Marriott Masai Mara Lodge,4199.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$8398 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4199.0. [basis reused from prior week: AI]; why-no-rate note: No availability, that is the rate from 12th for 2 nights",AI,international,direct
2026-08-10,safari,Mahali Mzuri,5200.0,2026-09-09,2,"virginlimitededition.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$10400 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5200.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,safari,Mara Plains Camp,3490.0,2026-09-09,2,"https://greatplainsconservation.com/mara-plains-luxury-safari-camp-in-kenya/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$6980 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3490.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,safari,Mara Serena Safari Lodge,890.0,2026-09-09,2,"https://www.serenahotels.com/mara/?gad_source=1&gad_campaignid=23415804220&gbraid=0AAAAAClpbhuysLtvvgpvrMDyZljtWMoiD&gclid=Cj0KCQjw-MDTBhCgARIsAKAkdlRqL_Rti0nK1GVYo5v7n9HBClGMVqBTn-mEYWfK0tccWMrf7sQTpiEaAuhpEALw_wcB direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1780 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$890.0. [basis reused from prior week: FB]; why-no-rate note: No availability, that is the rate from 12th for 2 nights",FB,international,direct
2026-08-10,safari,Olare Mara Kempinski,1941.0,2026-09-09,2,"kempinski.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$3882 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1941.0. [basis reused from prior week: AI]; why-no-rate note: No availability on 8th,AI,international,direct
2026-08-10,safari,Sanctuary Olonana,4900.0,2026-09-09,2,"https://www.abercrombiekent.com/stays/safari-lodges/olonana-lodge#journey-dates-prices direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$9800 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4900.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,safari,andBeyond Bateleur Camp,5190.0,2026-09-09,2,"andbeyond.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$10380 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5190.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,nairobi,Best Western Plus Westlands,132.43,2026-09-09,2,"bestwestern.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$264.86 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$132.43. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,Best Western Plus Westlands,136.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$273 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$136.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,Crowne Plaza Nairobi Airport,170.87,2026-09-09,2,"ihg.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$341.74 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$170.87. [basis reused from prior week: BB]; why-no-rate note: No availability,Rates from 12th",BB,international,direct
2026-08-10,nairobi,Crowne Plaza Nairobi Airport,167.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$334 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$167.0. OTA lowest displayed, inclusions not stated.; why-no-rate note: No availability,Rates from 12th",UNK,international,ota
2026-08-10,nairobi,Fairview Hotel Nairobi,153.0,2026-09-09,2,"fairviewkenya.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$306 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$153.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,Fairview Hotel Nairobi,231.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$463 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$231.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,Four Points by Sheraton Nairobi,272.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$544 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$272.0. [basis reused from prior week: BB]; why-no-rate note: No availability,Rates from 12th",BB,international,direct
2026-08-10,nairobi,Four Points by Sheraton Nairobi,312.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$624 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$312.0. OTA lowest displayed, inclusions not stated.; why-no-rate note: No availability,Rates from 12th",UNK,international,ota
2026-08-10,nairobi,JW Marriott Nairobi,311.5,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$623 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$311.5. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,JW Marriott Nairobi,322.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$645 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$322.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,Nairobi Serena Hotel,200.0,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$400 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$200.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,Nairobi Serena Hotel,180.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$360 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$180.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,Radisson Blu Nairobi,774.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1549 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$774.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,Sarova Stanley,235.0,2026-09-09,2,"sarovahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$470 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$235.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,Sarova Stanley,194.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$389 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$194.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,nairobi,The Boma Hotel,149.5,2026-09-09,2,"thebomahotel.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$299 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$149.5. [basis reused from prior week: BB]; why-no-rate note: No availabilit on booking.com,BB,international,direct
2026-08-10,nairobi,Villa Rosa Kempinski,187.43,2026-09-09,2,"kempinski.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$374.86 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$187.43. [basis reused from prior week: BB],BB,international,direct
2026-08-10,nairobi,Villa Rosa Kempinski,248.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$496 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$248.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Bethany Hotel Kibuye,78.5,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$157 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$78.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Cormoran Lodge,145.0,2026-09-09,2,"cormoranlodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$290 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$145.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,lakekivu,Gorillas Lake Kivu Hotel,122.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$245 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$122.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Home Saint Jean,70.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$140 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$70.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Kibuye Guesthouse,190.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$381 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$190.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
